Date,State,Confirmed,Deaths,Recovered,Order For Place,Estimated Population,City Ibge Code,Infected Per Confirmed,Infected,Closed,Active,Diff Confirmed,Diff Infected,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Infected,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Infected,Diff4 Infected,Diff5 Infected,μ closed,Infected Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi
2020-03-24,PR,70,0,139,11,11548297,41,8.3,581,139,442,12.71,105.57,36.86,0.286,37.14,68.43,9.51,6.91,0.0571,6.97,2.54,,,,0.0,50.31,0.0,12.04,12.04,38.27
2020-03-25,PR,97,0,218,12,11548297,41,8.3,805,218,587,13.43,111.43,41.71,0.286,42.0,69.43,4.03,6.0,0.0857,6.09,-2.0571,,,,0.0,69.71,0.0,18.88,18.88,50.83
2020-03-26,PR,106,0,253,13,11548297,41,8.3,880,253,627,14.0,116.29,51.57,0.286,51.86,64.43,7.6,5.11,0.0857,5.2,2.4,0.851,,,0.0,76.2,0.0,21.91,21.91,54.29
2020-03-27,PR,125,2,318,14,11548297,41,8.3,1038,320,718,14.29,118.57,57.29,0.429,57.71,60.86,10.2,4.89,0.0286,4.91,5.29,2.07,,,0.0062,89.88,0.173,27.54,27.71,62.17
2020-03-28,PR,137,2,367,15,11548297,41,8.3,1137,369,768,16.43,136.43,56.71,0.429,57.14,79.29,13.74,5.14,0.0571,5.2,8.54,6.97,,,0.0054,98.46,0.173,31.78,31.95,66.5
2020-03-29,PR,152,2,444,16,11548297,41,8.3,1262,446,816,18.86,156.57,61.29,0.429,61.71,94.86,19.89,6.31,0.0286,6.34,13.54,6.92,0.93,,0.0045,109.28,0.173,38.45,38.62,70.66
2020-03-30,PR,160,3,505,17,11548297,41,8.3,1328,508,820,21.71,180.14,67.43,0.571,68.0,112.14,38.89,12.17,0.0571,12.23,26.66,6.21,0.109,,0.0059,115.0,0.26,43.73,43.99,71.01
2020-03-31,PR,185,3,536,18,11548297,41,8.3,1536,539,997,26.0,215.71,83.14,0.429,83.57,132.14,42.2,16.86,0.143,17.0,25.2,5.5,-2.0103,,0.0056,133.01,0.26,46.41,46.67,86.33
2020-04-01,PR,229,3,647,19,11548297,41,8.3,1901,650,1251,37.71,313.0,118.14,0.714,118.86,194.14,41.26,18.0,0.229,18.23,23.03,2.62,-2.5497,-0.776,0.0046,164.61,0.26,56.03,56.29,108.33
2020-04-02,PR,258,4,725,20,11548297,41,8.3,2141,729,1412,41.86,347.43,141.0,1.14,142.14,205.29,41.26,19.14,0.229,19.37,21.89,-3.08,-3.0731,-0.4263,0.0055,185.4,0.346,62.78,63.13,122.27
2020-04-03,PR,307,5,900,21,11548297,41,8.3,2548,905,1643,43.71,362.86,151.29,1.57,152.86,210.0,32.97,15.71,0.314,16.03,16.94,-5.8286,-2.9497,0.203,0.0055,220.64,0.433,77.93,78.37,142.27
2020-04-04,PR,401,7,1194,22,11548297,41,8.3,3328,1201,2127,46.57,386.43,163.14,1.71,164.86,221.57,23.49,14.06,0.429,14.49,9.0,-9.1543,-2.0229,0.483,0.0058,288.18,0.606,103.39,104.0,184.18
2020-04-05,PR,445,10,1431,23,11548297,41,8.3,3694,1441,2253,45.86,380.57,161.71,2.0,163.71,216.86,13.06,10.49,0.371,10.86,2.2,-9.2457,-0.9966,0.898,0.0069,319.87,0.866,123.91,124.78,195.09
2020-04-06,PR,466,14,1564,24,11548297,41,8.3,3868,1578,2290,51.86,430.43,188.43,2.86,191.29,239.14,-4.5143,7.8,0.257,8.06,-12.5714,-7.4971,-0.1349,0.861,0.0089,334.94,1.21,135.43,136.64,198.3
2020-04-07,PR,511,15,1678,25,11548297,41,8.3,4241,1693,2548,49.71,412.71,193.43,3.0,196.43,216.29,-4.9714,8.2,0.257,8.46,-13.4286,-8.0629,1.41,0.684,0.0089,367.24,1.3,145.3,146.6,220.64
2020-04-08,PR,550,17,1779,26,11548297,41,8.3,4565,1796,2769,41.0,340.29,190.29,2.86,193.14,147.14,-4.5143,10.49,0.143,10.63,-15.1429,-6.5029,1.36,0.581,0.0095,395.3,1.47,154.05,155.52,239.78
2020-04-09,PR,621,24,2044,27,11548297,41,8.3,5154,2068,3086,43.57,361.57,204.14,3.0,207.14,154.43,-16.8286,7.29,0.114,7.4,-24.2286,-2.08,1.4,0.42,0.0116,446.3,2.08,177.0,179.07,267.23
2020-04-10,PR,655,26,2254,28,11548297,41,8.3,5437,2280,3157,43.14,358.0,214.14,2.71,216.86,141.14,-19.4571,2.46,0.0857,2.54,-22.0,-2.4686,1.91,-0.0578,0.0114,470.81,2.25,195.18,197.43,273.37
2020-04-11,PR,688,27,2526,29,11548297,41,8.3,5710,2553,3157,41.71,346.29,224.86,3.43,228.29,118.0,-14.9143,0.829,-0.0286,0.8,-15.7143,-0.5143,1.97,0.0213,0.0106,494.45,2.34,218.73,221.07,273.37
2020-04-12,PR,750,31,2860,30,11548297,41,8.3,6225,2891,3334,38.0,315.43,205.71,3.43,209.14,106.29,-17.3143,-4.4,-0.0857,-4.4857,-12.8286,1.47,1.13,-0.2421,0.0107,539.04,2.68,247.66,250.34,288.7
2020-04-13,PR,768,33,3063,31,11548297,41,8.3,6374,3096,3278,32.0,265.71,194.43,2.71,197.14,68.57,-7.0857,-5.1429,0.0857,-5.0571,-2.0286,3.33,1.46,-0.3755,0.0107,551.94,2.86,265.23,268.09,283.85
2020-04-14,PR,803,39,3252,32,11548297,41,8.3,6665,3291,3374,33.14,275.0,182.14,2.57,184.71,90.29,-9.4857,-7.5714,-0.0857,-7.6571,-1.8286,3.55,0.186,-0.6158,0.0119,577.14,3.38,281.6,284.98,292.16
2020-04-15,PR,816,41,3219,33,11548297,41,8.3,6773,3260,3513,38.86,322.57,188.43,3.14,191.57,131.0,-2.8286,-3.2,-0.1143,-3.3143,0.486,4.84,0.0286,-0.517,0.0126,586.49,3.55,278.74,282.29,304.2
2020-04-16,PR,845,43,3405,34,11548297,41,8.3,7014,3448,3566,36.0,298.86,187.0,3.0,190.0,108.86,2.83,-1.2286,-0.0857,-1.3143,4.14,0.417,-1.1131,-0.6967,0.0125,607.36,3.72,294.85,298.57,308.79
2020-04-17,PR,887,44,3529,35,11548297,41,8.3,7362,3573,3789,36.29,301.29,189.71,2.86,192.57,108.71,6.89,9.0,0.0286,9.03,-2.1429,1.61,-1.4594,-0.0215,0.0123,637.5,3.81,305.59,309.4,328.1
2020-04-18,PR,960,49,3845,36,11548297,41,8.3,7968,3894,4074,33.71,279.86,188.29,2.29,190.57,89.29,-5.0,2.46,-0.0857,2.37,-7.3714,-2.24,-2.0217,0.019,0.0126,689.97,4.24,332.95,337.19,352.78
2020-04-19,PR,1002,52,4169,37,11548297,41,8.3,8317,4221,4096,37.29,309.43,227.14,2.71,229.86,79.57,-1.4286,3.57,0.0571,3.63,-5.0571,-3.7486,0.0789,0.675,0.0123,720.19,4.5,361.01,365.51,354.68
2020-04-20,PR,1022,53,4391,38,11548297,41,8.3,8483,4444,4039,35.86,297.57,200.71,2.71,203.43,94.14,-14.0286,-5.8,0.0571,-5.7429,-8.2857,-5.2686,0.123,0.877,0.0119,734.57,4.59,380.23,384.82,349.75
2020-04-21,PR,1039,55,4570,39,11548297,41,8.3,8624,4625,3999,35.14,291.71,204.86,3.29,208.14,83.57,-15.9143,-10.3143,0.2,-10.1143,-5.8,0.811,2.26,1.1,0.0119,746.78,4.76,395.73,400.49,346.28
2020-04-22,PR,1077,60,4809,40,11548297,41,8.3,8939,4869,4070,27.86,231.14,160.71,3.14,163.86,67.29,-19.4571,-19.2571,0.143,-19.1143,-0.3429,2.23,2.92,0.178,0.0123,774.05,5.2,416.43,421.62,352.43
2020-04-23,PR,1096,62,4810,41,11548297,41,8.3,9097,4872,4225,24.14,200.29,136.71,3.29,140.0,60.29,-0.9429,-9.6857,0.143,-9.5429,8.6,9.07,3.5,-0.0151,0.0127,787.74,5.37,416.51,421.88,365.85
2020-04-24,PR,1133,67,4963,42,11548297,41,8.3,9404,5030,4374,25.57,212.14,130.86,3.43,134.29,77.86,9.71,-9.0857,0.0286,-9.0571,18.77,10.87,0.967,-1.0752,0.0133,814.32,5.8,429.76,435.56,378.76
2020-04-25,PR,1155,71,4970,43,11548297,41,8.3,9586,5041,4545,35.29,292.86,152.29,3.43,155.71,137.14,31.31,4.74,0.114,4.86,26.46,12.25,0.048,-1.4178,0.0141,830.08,6.15,430.37,436.51,393.56
2020-04-26,PR,1171,75,5126,44,11548297,41,8.3,9719,5201,4518,41.0,340.29,159.43,3.43,162.86,177.43,38.43,14.43,0.0571,14.49,23.94,5.65,-3.1143,-1.7145,0.0144,841.6,6.49,443.87,450.37,391.23
2020-04-27,PR,1201,77,5307,45,11548297,41,8.3,9968,5384,4584,46.71,387.71,184.43,3.71,188.14,199.57,41.77,25.77,-0.0571,25.71,16.06,2.47,-4.1657,-0.8121,0.0143,863.16,6.67,459.55,466.22,396.94
2020-04-28,PR,1286,79,5636,46,11548297,41,8.3,10674,5715,4959,47.29,392.43,208.86,3.57,212.43,180.0,27.29,24.91,-0.0857,24.83,2.46,-6.5029,-5.0697,-0.4384,0.0138,924.29,6.84,488.04,494.88,429.41
2020-04-29,PR,1364,84,5925,47,11548297,41,8.3,11321,6009,5312,50.71,421.0,259.71,3.14,262.86,158.14,22.06,25.4,-0.1143,25.29,-3.2286,-9.96,-3.0937,0.9,0.014,980.32,7.27,513.06,520.34,459.98
2020-04-30,PR,1423,88,6101,48,11548297,41,8.3,11811,6189,5622,51.71,429.29,276.86,3.0,279.86,149.43,-1.2,15.94,-0.0857,15.86,-17.0571,-13.1029,-2.144,1.34,0.0142,1022.75,7.62,528.3,535.92,486.83
2020-05-01,PR,1464,92,6425,49,11548297,41,8.3,12151,6517,5634,54.29,450.57,286.43,2.86,289.29,161.29,-11.3714,2.4,-0.1429,2.26,-13.6286,-9.8229,1.39,1.86,0.0141,1052.19,7.97,556.36,564.33,487.86
2020-05-02,PR,1510,93,6788,50,11548297,41,8.3,12533,6881,5652,46.0,381.71,264.14,3.29,267.43,114.29,-23.7429,-8.6571,-0.0857,-8.7429,-15.0,-8.2514,2.53,1.39,0.0135,1085.27,8.05,587.79,595.85,489.42
2020-05-03,PR,1533,96,7064,51,11548297,41,8.3,12724,7160,5564,40.43,335.57,220.86,2.86,223.71,111.86,-21.8286,-16.0,-0.1143,-16.1143,-5.7143,0.434,4.21,1.13,0.0134,1101.81,8.31,611.69,620.0,481.8
2020-05-04,PR,1581,97,7312,52,11548297,41,8.3,13122,7409,5713,36.43,302.29,216.43,2.71,219.14,83.14,-19.2,-16.0,-0.0857,-16.0857,-3.1143,2.7,3.84,-0.0997,0.0131,1136.27,8.4,633.17,641.57,494.7
2020-05-05,PR,1608,102,7485,53,11548297,41,8.3,13346,7587,5759,38.57,320.14,196.86,2.43,199.29,120.86,0.971,-5.8857,-0.2,-6.0857,7.06,7.93,3.5,-0.3074,0.0134,1155.67,8.83,648.15,656.98,498.69
2020-05-06,PR,1647,104,7471,54,11548297,41,8.3,13670,7575,6095,42.71,354.57,206.43,2.43,208.86,145.71,2.14,3.74,-0.0857,3.66,-1.5143,9.39,0.889,-1.0299,0.0137,1183.72,9.01,646.94,655.94,527.78
2020-05-07,PR,1678,107,7616,55,11548297,41,8.3,13927,7723,6204,46.57,386.57,234.71,2.29,237.0,149.57,15.91,10.83,-0.1429,10.69,5.23,9.25,0.995,-1.0782,0.0139,1205.98,9.27,659.49,668.76,537.22
2020-05-08,PR,1734,109,7803,56,11548297,41,8.3,14392,7912,6480,41.71,346.29,239.57,2.43,242.0,104.29,25.14,26.8,-0.0286,26.77,-1.6286,4.88,-0.9429,-0.952,0.0138,1246.24,9.44,675.68,685.12,561.12
2020-05-09,PR,1809,110,8233,57,11548297,41,8.3,15015,8343,6672,46.0,381.86,270.57,2.0,272.57,109.29,27.03,28.63,-0.0571,28.57,-1.5429,7.68,-1.5474,-0.1966,0.0132,1300.19,9.53,712.92,722.44,577.75
2020-05-10,PR,1859,112,8707,58,11548297,41,8.3,15430,8819,6611,53.71,445.86,330.86,2.29,333.14,112.71,25.37,22.4,-0.0286,22.37,3.0,3.22,-1.2606,-0.2594,0.0127,1336.13,9.7,753.96,763.66,572.47
2020-05-11,PR,1873,114,8989,59,11548297,41,8.3,15546,9103,6443,59.0,489.71,349.57,2.14,351.71,138.0,40.54,25.31,-0.0286,25.29,15.26,1.66,-0.0937,0.489,0.0125,1346.17,9.87,778.38,788.25,557.92
2020-05-12,PR,1930,116,9379,60,11548297,41,8.3,16019,9495,6524,61.86,513.43,346.71,2.14,348.86,164.57,32.0,21.83,0.0286,21.86,10.14,2.94,-0.3017,0.655,0.0122,1387.13,10.04,812.15,822.2,564.93
2020-05-13,PR,2023,120,9787,61,11548297,41,8.3,16791,9907,6884,66.14,549.0,366.14,2.29,368.43,180.57,33.43,12.63,0.0,12.63,20.8,4.41,1.5,0.474,0.0121,1453.98,10.39,847.48,857.88,596.11
2020-05-14,PR,2091,122,10063,62,11548297,41,8.3,17355,10185,7170,65.29,541.86,379.71,2.14,381.86,160.0,41.74,14.46,0.0571,14.51,27.23,6.17,1.73,0.148,0.012,1502.82,10.56,871.38,881.95,620.87
2020-05-15,PR,2167,124,10230,63,11548297,41,8.3,17986,10354,7632,73.86,613.0,394.0,2.29,396.29,216.71,47.43,18.69,0.143,18.83,28.6,10.73,1.11,-0.2192,0.012,1557.46,10.74,885.84,896.58,660.88
2020-05-16,PR,2272,126,10796,64,11548297,41,8.3,18858,10922,7936,84.14,698.43,421.86,2.43,424.29,274.14,71.4,34.23,0.171,34.4,37.0,10.29,0.645,-0.8569,0.0115,1632.97,10.91,934.86,945.77,687.2
2020-05-17,PR,2316,127,11365,65,11548297,41,8.3,19223,11492,7731,90.43,750.57,440.14,2.86,443.0,307.57,85.63,43.14,0.286,43.43,42.2,8.49,-1.3977,-0.8462,0.0111,1664.57,11.0,984.13,995.13,669.45
2020-05-18,PR,2390,130,11747,66,11548297,41,8.3,19837,11877,7960,109.14,906.0,537.29,3.14,540.43,365.57,84.89,52.14,0.314,52.46,32.43,7.63,-2.7829,-0.5307,0.0109,1717.74,11.26,1017.21,1028.46,689.28
2020-05-19,PR,2519,133,12332,67,11548297,41,8.3,20908,12465,8443,116.86,970.0,595.43,3.57,599.0,371.0,84.17,53.26,0.343,53.6,30.57,-0.8171,-2.504,-0.3659,0.0107,1810.48,11.52,1067.86,1079.38,731.1
2020-05-20,PR,2656,140,12868,68,11548297,41,8.3,22045,13008,9037,125.0,1037.43,654.71,3.86,658.57,378.86,85.6,68.97,0.286,69.26,16.34,-3.1886,-1.5451,0.616,0.0108,1908.94,12.12,1114.28,1126.4,782.54
2020-05-21,PR,2855,144,13824,69,11548297,41,8.3,23697,13968,9729,134.86,1119.29,688.14,4.14,692.29,427.0,67.31,65.43,0.257,65.69,1.63,-2.2286,-1.1851,0.893,0.0103,2051.99,12.47,1197.06,1209.53,842.46
2020-05-22,PR,2985,149,14398,70,11548297,41,8.3,24776,14547,10229,142.0,1178.57,785.0,4.29,789.29,389.29,69.69,68.71,0.0571,68.77,0.914,0.76,1.68,0.915,0.0102,2145.42,12.9,1246.76,1259.67,885.76
2020-05-23,PR,3147,153,15379,71,11548297,41,8.3,26120,15532,10588,149.71,1242.57,864.43,4.43,868.86,373.71,73.74,63.94,0.0857,64.03,9.71,1.71,1.68,0.493,0.0099,2261.81,13.25,1331.71,1344.96,916.85
2020-05-24,PR,3260,156,16182,72,11548297,41,8.3,27058,16338,10720,158.86,1318.43,939.0,3.86,942.86,375.57,87.97,74.97,0.0,74.97,13.0,7.6,2.07,0.294,0.0095,2343.03,13.51,1401.25,1414.75,928.28
2020-05-25,PR,3384,160,17242,73,11548297,41,8.3,28087,17402,10685,169.43,1406.14,974.43,4.29,978.71,427.43,94.14,52.66,0.0857,52.74,41.4,5.23,0.921,-0.2654,0.0092,2432.13,13.85,1493.03,1506.89,925.24
2020-05-26,PR,3567,164,18383,74,11548297,41,8.3,29606,18547,11059,187.86,1559.14,1063.0,4.14,1067.14,492.0,105.31,61.34,0.0,61.34,43.97,8.12,0.286,-0.1001,0.0088,2563.67,14.2,1591.84,1606.04,957.63
2020-05-27,PR,3768,167,19441,75,11548297,41,8.3,31274,19608,11666,198.71,1649.29,1048.29,4.71,1053.0,596.29,95.83,60.57,0.229,60.8,35.03,5.37,0.357,-0.5781,0.0085,2708.1,14.46,1683.45,1697.91,1010.19
2020-05-28,PR,4041,174,20645,76,11548297,41,8.3,33540,20819,12721,213.14,1769.14,1171.14,4.43,1175.57,593.57,114.34,68.0,0.286,68.29,46.06,3.14,1.18,-0.5168,0.0084,2904.32,15.07,1787.71,1802.78,1101.55
2020-05-29,PR,4300,178,21839,77,11548297,41,8.3,35690,22017,13673,216.57,1797.57,1241.86,5.0,1246.86,550.71,114.8,69.49,0.4,69.89,44.91,9.38,-0.8206,-0.4526,0.0081,3090.5,15.41,1891.1,1906.51,1183.98
2020-05-30,PR,4538,186,22717,78,11548297,41,8.3,37665,22903,14762,238.29,1977.86,1314.43,5.71,1320.14,657.71,109.83,85.69,0.371,86.06,23.77,11.14,-1.6629,-1.2224,0.0081,3261.52,16.11,1967.13,1983.24,1278.28
2020-05-31,PR,4752,187,24380,79,11548297,41,8.3,39442,24567,14875,257.0,2133.14,1410.43,6.14,1416.57,716.57,152.23,109.09,0.686,109.77,42.46,4.02,-1.9771,-0.9102,0.0076,3415.4,16.19,2111.13,2127.33,1288.07
2020-06-01,PR,4900,195,25935,80,11548297,41,8.3,40670,26130,14540,264.86,2198.43,1476.71,6.57,1483.29,715.14,151.54,117.83,0.514,118.34,33.2,-2.9486,-5.7554,-0.7893,0.0075,3521.73,16.89,2245.79,2262.67,1259.06
2020-06-02,PR,5235,204,27584,81,11548297,41,8.3,43451,27788,15663,304.86,2530.29,1716.57,7.86,1724.43,805.86,134.43,123.11,0.486,123.6,10.83,-6.7486,-3.368,0.483,0.0073,3762.55,17.66,2388.58,2406.24,1356.3
2020-06-03,PR,5567,210,29314,82,11548297,41,8.3,46206,29524,16682,307.86,2555.29,1831.0,7.57,1838.57,716.71,100.06,106.71,0.343,107.06,-7.0,-19.3943,-4.7669,1.09,0.0071,4001.11,18.18,2538.38,2556.57,1444.54
2020-06-04,PR,5895,220,30982,83,11548297,41,8.3,48929,31202,17727,319.29,2650.0,1930.0,8.14,1938.14,711.86,76.09,90.43,0.286,90.71,-14.6286,-5.6971,0.752,2.15,0.0071,4236.9,19.05,2682.82,2701.87,1535.03
2020-06-05,PR,6434,233,33855,84,11548297,41,8.3,53402,34088,19314,317.29,2633.43,1944.0,7.86,1951.86,681.57,55.26,75.46,0.486,75.94,-20.6857,-19.8171,3.47,1.07,0.0068,4624.23,20.18,2931.6,2951.78,1672.45
2020-06-06,PR,6693,239,35534,85,11548297,41,8.3,55552,35773,19779,310.71,2578.86,1928.86,8.0,1936.86,642.0,123.06,111.66,0.429,112.09,10.97,0.811,5.0,3.18,0.0067,4810.41,20.7,3076.99,3097.69,1712.72
2020-06-07,PR,6987,244,37890,86,11548297,41,8.3,57992,38134,19858,338.14,2806.57,2093.86,10.29,2104.14,702.43,35.34,64.6,0.343,64.94,-29.6,10.59,1.97,0.559,0.0064,5021.69,21.13,3281.0,3302.13,1719.56
2020-06-08,PR,7121,250,39543,87,11548297,41,8.3,59104,39793,19311,382.0,3170.57,2389.29,9.71,2399.0,771.57,104.11,123.29,0.743,124.03,-19.9143,5.6,11.15,0.497,0.0063,5117.98,21.65,3424.14,3445.79,1672.19
2020-06-09,PR,7410,260,41086,88,11548297,41,8.3,61503,41346,20157,340.57,2826.71,2253.0,9.86,2262.86,563.86,129.03,147.83,0.971,148.8,-19.7714,4.13,3.55,1.43,0.0063,5325.72,22.51,3557.75,3580.27,1745.45
2020-06-10,PR,7934,282,43971,89,11548297,41,8.3,65852,44253,21599,380.0,3154.0,2560.43,11.57,2572.0,582.0,83.26,111.91,0.571,112.49,-29.2286,35.95,5.95,1.17,0.0064,5702.31,24.42,3807.57,3831.99,1870.32
2020-06-11,PR,8569,288,47707,90,11548297,41,8.3,71123,47995,23128,388.43,3224.0,2668.0,12.86,2680.86,543.14,143.71,146.31,1.26,147.57,-3.8571,18.54,12.15,-1.6073,0.006,6158.74,24.94,4131.09,4156.02,2002.72
2020-06-12,PR,8818,302,49626,91,11548297,41,8.3,73189,49928,23261,388.29,3222.86,2653.43,13.14,2666.57,556.29,215.11,183.71,1.23,184.94,30.17,40.36,7.8,0.148,0.006,6337.64,26.15,4297.26,4323.41,2014.24
2020-06-13,PR,9353,320,53457,92,11548297,41,8.3,77630,53777,23853,468.57,3889.14,3120.86,16.0,3136.86,752.29,196.83,180.31,1.31,181.63,15.2,66.34,3.12,-2.3712,0.006,6722.2,27.71,4628.99,4656.7,2065.5
2020-06-14,PR,9706,334,56566,93,11548297,41,8.3,80560,56900,23660,470.14,3902.29,3171.57,16.0,3187.57,714.71,330.83,208.17,1.03,209.2,121.63,43.11,4.29,-5.9463,0.0059,6975.92,28.92,4898.21,4927.13,2048.79
2020-06-15,PR,9839,342,58117,94,11548297,41,8.3,81664,58459,23205,498.57,4138.14,3462.0,18.14,3480.14,658.0,414.97,258.37,0.714,259.09,155.89,51.54,-5.9017,-4.3646,0.0059,7071.52,29.61,5032.52,5062.13,2009.39
2020-06-16,PR,10690,372,62932,95,11548297,41,8.3,88727,63304,25423,587.71,4878.14,3708.86,18.0,3726.86,1151.29,359.26,243.03,0.143,243.17,116.09,39.98,-17.5829,-5.115,0.0059,7683.12,32.21,5449.46,5481.67,2201.45
2020-06-17,PR,11225,394,66172,96,11548297,41,8.3,93168,66566,26602,638.29,5297.71,3945.29,16.71,3962.0,1335.71,472.83,327.77,0.429,328.2,144.63,10.85,-14.0274,-3.5856,0.0059,8067.68,34.12,5730.02,5764.14,2303.54
2020-06-18,PR,12059,415,71941,97,11548297,41,8.3,100090,72356,27734,685.0,5685.43,4336.0,16.71,4352.71,1332.71,396.74,250.23,-0.0286,250.2,146.54,-21.5714,-22.4571,-1.4539,0.0057,8667.08,35.94,6229.58,6265.51,2401.57
2020-06-19,PR,12932,428,75588,98,11548297,41,8.3,107336,76016,31320,755.0,6266.43,4810.43,18.14,4828.57,1437.86,385.09,287.89,0.0286,287.91,97.17,-27.0286,-13.64,4.31,0.0056,9294.53,37.06,6545.38,6582.44,2712.09
2020-06-20,PR,13821,437,81074,99,11548297,41,8.3,114714,81511,33203,737.57,6121.86,4713.14,18.0,4731.14,1390.71,307.11,224.4,0.2,224.6,82.51,-60.7429,-13.1714,4.98,0.0054,9933.41,37.84,7020.43,7058.27,2875.14
2020-06-21,PR,14501,451,86918,100,11548297,41,8.3,120358,87369,32989,819.71,6803.57,5148.29,18.14,5166.43,1637.14,224.11,173.94,0.543,174.49,49.63,-28.2171,3.99,10.28,0.0052,10422.14,39.05,7526.48,7565.53,2856.61
2020-06-22,PR,15124,469,91790,101,11548297,41,8.3,125529,92259,33270,823.29,6833.29,5067.29,17.71,5085.0,1748.29,169.11,131.11,0.314,131.43,37.69,-55.0057,10.88,7.98,0.0051,10869.91,40.61,7948.36,7988.97,2880.94
2020-06-23,PR,15853,498,95924,102,11548297,41,8.3,131580,96422,35158,820.0,6806.0,5205.71,19.43,5225.14,1580.86,255.66,178.94,0.629,179.57,76.09,-1.6171,28.95,12.58,0.0052,11393.89,43.12,8306.33,8349.46,3044.43
2020-06-24,PR,16963,521,102210,103,11548297,41,8.3,140793,102731,38062,856.86,7112.0,5466.0,19.71,5485.71,1626.29,110.06,107.06,0.486,107.54,2.51,27.37,26.27,3.88,0.0051,12191.67,45.11,8850.66,8895.77,3295.9
2020-06-25,PR,17822,539,107412,104,11548297,41,8.3,147923,107951,39972,891.57,7400.14,5607.86,21.14,5629.0,1771.14,299.03,301.66,0.771,302.43,-3.4,83.98,49.75,1.77,0.005,12809.07,46.67,9301.11,9347.79,3461.29
2020-06-26,PR,18672,564,112028,105,11548297,41,8.3,154978,112592,42386,886.0,7353.86,5683.57,20.57,5704.14,1649.71,360.94,319.37,0.171,319.54,41.4,103.15,23.39,-8.2658,0.005,13419.99,48.84,9700.82,9749.66,3670.32
2020-06-27,PR,19819,575,119336,106,11548297,41,8.3,164498,119911,44587,1003.43,8328.43,6575.57,21.57,6597.14,1731.29,589.03,473.14,0.829,473.97,115.06,193.74,19.75,-11.7653,0.0048,14244.35,49.79,10333.64,10383.44,3860.92
2020-06-28,PR,20742,599,126173,107,11548297,41,8.3,172159,126772,45387,1037.43,8610.71,6802.57,20.29,6822.86,1787.86,771.4,652.94,0.429,653.37,118.03,115.35,-12.384,-25.629,0.0047,14907.74,51.87,10925.68,10977.55,3930.19
2020-06-29,PR,21326,613,131575,108,11548297,41,8.3,177006,132188,44818,1211.71,10057.14,7831.71,23.86,7855.57,2201.57,1078.74,884.11,1.26,885.37,193.37,126.11,-32.5531,-15.1054,0.0046,15327.45,53.08,11393.45,11446.54,3880.92
2020-06-30,PR,22877,649,141953,109,11548297,41,8.3,189879,142602,47277,1356.29,11257.14,8872.57,23.29,8895.86,2361.29,875.77,741.29,1.29,742.57,133.2,22.06,-78.3966,-19.2329,0.0046,16442.16,56.2,12292.12,12348.31,4093.85
2020-07-01,PR,24225,663,149828,110,11548297,41,8.3,201068,150491,50577,1535.86,12747.57,10104.14,26.86,10131.0,2616.57,991.49,868.26,1.86,870.11,121.37,-59.6171,-52.1337,-4.6702,0.0044,17411.05,57.41,12974.03,13031.45,4379.61
