Income Group,Date,Estimated Population,Total Tests,Confirmed,Recovered,Deaths,Infected,Closed,Active,Diff Confirmed,Diff Infected,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Infected,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Infected,Diff4 Infected,Diff5 Infected,μ closed,Infected Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi,Tests Per Confirmed,Tests Per 1Mi
,2020-02-04,,,11,5,0,11,5,6,9.57,9.57,0.571,0.0,0.571,9.0,1.97,0.343,0.0,0.343,1.63,0.771,-0.0217,,0.0,,,,,,,
,2020-02-05,,,11,6,0,11,6,5,9.71,9.71,1.43,0.0,1.43,8.29,4.0,0.457,0.0,0.457,3.54,0.309,-0.064,,0.0,,,,,,,
,2020-02-06,,,16,6,0,16,6,10,10.29,10.29,2.29,0.0,2.29,8.0,3.86,0.771,0.0,0.771,3.09,0.263,-0.2309,,0.0,,,,,,,
,2020-02-07,,,77,7,0,77,7,70,20.43,20.43,2.86,0.0,2.86,17.57,3.29,1.06,0.0,1.06,2.23,0.103,-0.136,0.0224,0.0,,,,,,,
,2020-02-08,,,78,14,0,78,14,64,20.29,20.29,4.43,0.0,4.43,15.86,3.11,1.29,0.0,1.29,1.83,-0.3314,-0.032,0.0555,0.0,,,,,,,
,2020-02-09,,,82,20,0,82,20,62,26.0,26.0,5.86,0.0,5.86,20.14,2.49,1.4,0.0,1.4,1.09,0.0914,0.0903,0.0955,0.0,,,,,,,
,2020-02-10,,,153,25,0,153,25,128,25.29,25.29,7.86,0.0,7.86,17.43,2.34,1.54,0.0,1.54,0.8,0.149,0.214,0.019,0.0,,,,,,,
,2020-02-11,,,153,36,0,153,36,117,22.71,22.71,9.29,0.0,9.29,13.43,4.31,1.57,0.0286,1.6,2.71,0.714,0.247,-0.024,0.0,,,,,,,
,2020-02-12,,,193,47,0,193,47,146,32.14,32.14,10.57,0.0,10.57,21.57,4.03,1.83,0.0286,1.86,2.17,1.17,-0.0411,-0.1154,0.0,,,,,,,
,2020-02-13,,,193,61,0,193,61,132,41.86,41.86,12.29,0.143,12.43,29.43,6.69,2.03,0.0286,2.06,4.63,0.903,-0.152,-0.2034,0.0,,,,,,,
,2020-02-14,,,236,72,0,236,72,164,46.14,46.14,15.0,0.143,15.14,31.0,8.34,2.46,0.0286,2.49,5.86,-0.1143,-0.4869,-0.2105,0.0,,,,,,,
,2020-02-15,,,303,88,0,303,88,215,58.71,58.71,18.0,0.143,18.14,40.57,6.86,2.91,0.0857,3.0,3.86,-0.6114,-0.8034,-0.0928,0.0,,,,,,,
,2020-02-16,,,375,106,1,375,107,268,64.43,64.43,21.57,0.143,21.71,42.71,3.74,3.34,0.0571,3.4,0.343,-1.72,-0.8057,-0.0165,0.0093,,,,,,,
,2020-02-17,,,476,130,1,476,131,345,66.43,66.43,25.14,0.429,25.57,40.86,0.971,3.34,0.0571,3.4,-2.4286,-2.8457,-0.5051,0.121,0.0076,,,,,,,
,2020-02-18,,,564,162,1,564,163,401,60.57,60.57,29.0,0.429,29.43,31.14,-1.9143,3.09,0.0571,3.14,-5.0571,-3.1257,-0.2343,0.285,0.0061,,,,,,,
,2020-02-19,,,644,198,1,644,199,445,51.0,51.0,31.71,0.429,32.14,18.86,-5.8857,2.66,0.0571,2.71,-8.6,-2.64,0.118,0.326,0.005,,,,,,,
,2020-02-20,,,658,237,3,658,240,418,49.14,49.14,33.43,0.429,33.86,15.29,-8.7714,1.91,0.0,1.91,-10.6857,-1.7829,0.621,0.267,0.0125,,,,,,,
,2020-02-21,,,660,275,3,660,278,382,35.0,35.0,34.86,0.429,35.29,-0.2857,-9.4571,0.914,0.0286,0.943,-10.4,-1.1314,0.825,0.17,0.0108,,,,,,,
,2020-02-22,,,660,310,3,660,313,347,22.57,22.57,34.71,0.429,35.14,-12.5714,-7.9429,0.0286,-0.0286,-0.0,-7.9429,0.257,0.829,0.0667,0.0096,,,,,,,
,2020-02-23,,,719,340,4,719,344,375,13.29,13.29,33.57,0.571,34.14,-20.8571,-7.5714,-0.7429,0.0286,-0.7143,-6.8571,1.0,0.614,-0.1138,0.0116,,,,,,,
,2020-02-24,,,721,374,4,721,378,343,11.29,11.29,31.86,0.286,32.14,-20.8571,-4.6,-1.4,0.0286,-1.3714,-3.2286,1.5,0.451,-0.1778,0.0106,,,,,,,
,2020-02-25,,,722,405,4,722,409,313,11.29,11.29,29.71,0.571,30.29,-19.0,-3.7714,-1.6286,0.0,-1.6286,-2.1429,1.29,0.0514,-0.2142,0.0098,,,,,,,
,2020-02-26,,,737,433,5,737,438,299,12.0,12.0,27.86,0.571,28.43,-16.4286,-1.9429,-1.8,-0.0286,-1.8286,-0.1143,1.13,-0.064,-0.1664,0.0114,,,,,,,
,2020-02-27,,,737,460,5,737,465,272,3.71,3.71,26.57,0.429,27.0,-23.2857,-1.5143,-1.8571,0.0286,-1.8286,0.314,0.514,-0.2423,-0.1209,0.0108,,,,,,,
,2020-02-28,,,739,483,7,739,490,249,3.57,3.57,24.57,0.429,25.0,-21.4286,-1.9429,-1.7714,-0.0571,-1.8286,-0.1143,0.68,-0.2183,-0.0162,0.0143,,,,,,,
,2020-02-29,,,744,505,7,744,512,232,3.71,3.71,22.57,0.429,23.0,-19.2857,-2.0286,-1.7429,-0.0571,-1.8,-0.2286,0.291,-0.1531,-0.0128,0.0137,,,,,,,
,2020-03-01,,,745,526,7,745,533,212,1.57,1.57,20.86,0.286,21.14,-19.5714,-0.3714,-1.7429,-0.0857,-1.8286,1.46,0.194,-0.0297,0.0402,0.0131,,,,,,,
,2020-03-02,,,746,546,7,746,553,193,1.86,1.86,19.14,0.286,19.43,-17.5714,-0.4857,-1.6286,-0.0857,-1.7143,1.23,0.36,-0.128,0.0398,0.0127,,,,,,,
,2020-03-03,,,748,563,7,748,570,178,1.86,1.86,17.86,0.0,17.86,-16.0,-0.5429,-1.5143,-0.0857,-1.6,1.06,0.366,-0.0411,0.0178,0.0123,,,,,,,
,2020-03-04,,,748,579,7,748,586,162,1.14,1.14,16.43,0.0,16.43,-15.2857,-0.1429,-1.4286,-0.0571,-1.4857,1.34,0.04,-0.0194,-0.0053,0.0119,,,,,,,
,2020-03-05,,,750,594,7,750,601,149,1.0,1.0,15.0,0.0,15.0,-14.0,-0.2,-1.3143,-0.0571,-1.3714,1.17,0.0857,-0.064,0.0288,0.0116,,,,,,,
,2020-03-06,,13555,752,608,7,752,615,137,0.857,0.857,13.71,0.0,13.71,-12.8571,-0.1714,-1.2857,0.0286,-1.2571,1.09,0.0971,-0.056,0.0107,0.0114,,,,,,18.03,
,2020-03-07,,13855,752,620,7,752,627,125,0.857,0.857,12.57,0.0,12.57,-11.7143,-0.0571,-1.2,0.0286,-1.1714,1.11,0.04,0.016,0.0126,0.0112,,,,,,18.42,
,2020-03-08,,14154,752,631,7,752,638,114,1.0,1.0,11.43,0.143,11.57,-10.5714,-0.0571,-1.1143,0.0286,-1.0857,1.03,0.0857,0.0126,0.0238,0.011,,,,,,18.82,
,2020-03-09,,14635,752,642,7,752,649,103,0.857,0.857,10.43,0.143,10.57,-9.7143,0.0571,-0.9714,0.0286,-0.9429,1.0,0.12,0.0434,0.0235,0.0108,,,,,,19.46,
,2020-03-10,,14970,754,651,7,754,658,96,0.714,0.714,9.43,0.143,9.57,-8.8571,0.229,-0.8857,0.0286,-0.8571,1.09,0.149,0.0549,0.0078,0.0106,,,,,,19.85,
,2020-03-11,,15413,755,659,8,755,667,88,1.14,1.14,8.86,0.143,9.0,-7.8571,0.429,-0.7714,0.0,-0.7714,1.2,0.314,0.0617,0.0057,0.012,,,,,,20.41,
,2020-03-12,,16089,756,667,8,756,675,81,2.0,2.0,8.14,0.143,8.29,-6.2857,0.686,-0.6571,0.0,-0.6571,1.34,0.314,0.0549,-0.016,0.0119,,,,,,21.28,
,2020-03-13,,16530,757,674,8,757,682,75,3.14,3.14,7.57,0.143,7.71,-4.5714,1.51,-0.4857,-0.0286,-0.5143,2.03,0.394,0.0411,-0.0178,0.0117,,,,,,21.84,
,2020-03-14,,16911,760,682,8,760,690,70,4.29,4.29,7.14,0.143,7.29,-3.0,1.63,-0.3429,-0.0286,-0.3714,2.0,0.394,-0.0366,-0.035,0.0116,,,,,,22.25,
,2020-03-15,,17219,766,688,8,766,696,70,8.29,8.29,7.0,0.0,7.0,1.29,2.2,-0.1714,0.0,-0.1714,2.37,0.354,-0.0343,-0.0366,0.0115,,,,,,22.48,
,2020-03-16,,17935,774,695,8,774,703,71,9.29,9.29,7.14,0.0,7.14,2.14,2.4,-0.0286,0.0286,0.0,2.4,0.131,-0.1131,-0.0377,0.0114,,,,,,23.17,
,2020-03-17,,18812,784,701,8,784,709,75,13.0,13.0,7.29,0.143,7.43,5.57,2.46,0.2,0.0286,0.229,2.23,0.143,-0.128,-0.0146,0.0113,,,,,,23.99,
,2020-03-18,,20014,813,708,8,813,716,97,15.14,15.14,7.43,0.286,7.71,7.43,2.17,0.343,0.0571,0.4,1.77,-0.1714,-0.1474,-0.0201,0.0112,,,,,,24.62,
,2020-03-19,,21376,821,717,8,821,725,96,16.57,16.57,8.14,0.286,8.43,8.14,2.34,0.457,0.114,0.571,1.77,-0.2457,-0.1097,0.0142,0.011,,,,,,26.04,
,2020-03-20,,22743,848,725,9,848,734,114,19.14,19.14,8.71,0.286,9.0,10.14,1.34,0.629,0.0857,0.714,0.629,-0.3829,-0.1349,0.0178,0.0123,,,,,,26.82,
,2020-03-21,,23805,866,734,10,866,744,122,21.0,21.0,9.43,0.571,10.0,11.0,1.17,0.743,0.0571,0.8,0.371,-0.4171,-0.0423,0.0336,0.0134,,,,,,27.49,
,2020-03-22,,24609,882,745,10,882,755,127,19.71,19.71,10.43,0.571,11.0,8.71,0.543,0.8,0.0286,0.829,-0.2857,-0.5314,-0.0389,0.0293,0.0132,,,,,,27.9,
,2020-03-23,,25746,908,756,10,908,766,142,21.0,21.0,11.14,0.571,11.71,9.29,0.0857,0.857,0.0,0.857,-0.7714,-0.3829,0.0206,0.0409,0.0131,,,,,,28.35,
,2020-03-24,,26660,931,767,12,931,779,152,19.29,19.29,12.14,0.429,12.57,6.71,-0.3143,0.8,-0.0571,0.743,-1.0571,-0.44,0.0366,0.0197,0.0154,,,,,,28.64,
,2020-03-25,,27532,951,781,12,951,793,158,19.57,19.57,13.0,0.286,13.29,6.29,-0.5714,0.657,0.0286,0.686,-1.2571,-0.28,0.0697,0.0258,0.0151,,,,,,28.95,
,2020-03-26,,28507,968,795,12,968,807,161,19.43,19.43,13.43,0.286,13.71,5.71,-1.0286,0.6,-0.0286,0.571,-1.6,-0.2343,0.056,0.008,0.0149,,,,,,29.45,
,2020-03-27,,29389,983,810,12,983,822,161,16.86,16.86,13.71,0.714,14.43,2.43,-0.8571,0.343,0.0857,0.429,-1.2857,-0.1829,0.0903,0.0032,0.0146,,,,,,29.9,
,2020-03-28,,29915,1003,825,12,1003,837,166,15.86,15.86,14.14,0.429,14.57,1.29,-1.0857,0.143,0.114,0.257,-1.3429,-0.1029,0.0606,-0.0053,0.0143,,,,,,29.83,
,2020-03-29,,30777,1018,839,12,1018,851,167,15.0,15.0,13.86,0.857,14.71,0.286,-1.2286,0.0857,0.114,0.2,-1.4286,0.0114,0.0526,-0.0062,0.0141,,,,,,30.23,
,2020-03-30,,31800,1026,852,15,1026,867,159,14.14,14.14,13.71,0.857,14.57,-0.4286,-1.0857,0.0,0.0286,0.0286,-1.1143,0.0229,0.0434,-0.0194,0.0173,,,,,,30.99,
,2020-03-31,,32726,1042,866,15,1042,881,161,13.29,13.29,13.86,0.857,14.71,-1.4286,-0.9714,-0.1429,0.0857,-0.0571,-0.9143,0.0286,0.0251,-0.0171,0.017,,,,,,31.41,
,2020-04-01,,33733,1056,878,18,1056,896,160,11.43,11.43,13.71,0.857,14.57,-3.1429,-0.7429,-0.0571,-0.0857,-0.1429,-0.6,0.0343,-0.0069,-0.0128,0.0201,,,,,,31.94,
,2020-04-02,,34557,1067,891,18,1067,909,158,11.0,11.0,13.43,0.857,14.29,-3.2857,-0.9429,-0.0857,-0.0857,-0.1714,-0.7714,0.0229,-0.0251,-0.0091,0.0198,,,,,,32.39,
,2020-04-03,,35442,1076,907,18,1076,925,151,11.29,11.29,13.57,0.429,14.0,-2.7143,-1.0571,-0.0857,-0.1714,-0.2571,-0.8,-0.0229,-0.0114,-0.0041,0.0195,,,,,,32.94,
,2020-04-04,,36304,1083,921,18,1083,939,144,9.43,9.43,13.29,0.429,13.71,-4.2857,-0.9714,-0.1714,-0.1714,-0.3429,-0.6286,-0.1029,-0.0023,0.0062,0.0192,,,,,,33.52,
,2020-04-05,,37219,1095,933,18,1095,951,144,8.0,8.0,13.43,0.0,13.43,-5.4286,-1.0857,-0.2857,-0.1429,-0.4286,-0.6571,-0.0286,0.0046,0.0151,0.0189,,,,,,33.99,
,2020-04-06,,39011,1105,947,18,1105,965,140,6.57,6.57,12.86,0.0,12.86,-6.2857,-1.2571,-0.4286,-0.0571,-0.4857,-0.7714,0.0229,0.024,0.0091,0.0187,,,,,,35.3,
,2020-04-07,,40702,1108,959,18,1108,977,131,5.57,5.57,12.0,0.143,12.14,-6.5714,-1.0857,-0.4571,-0.0571,-0.5143,-0.5714,0.0457,0.0503,0.0053,0.0184,,,,,,36.73,
,2020-04-08,,42315,1112,972,18,1112,990,122,5.0,5.0,11.43,0.143,11.57,-6.5714,-0.9429,-0.6571,0.0286,-0.6286,-0.3143,0.0971,0.0343,0.0059,0.0182,,,,,,38.05,
,2020-04-09,,43886,1113,981,18,1113,999,114,4.0,4.0,11.0,0.143,11.14,-7.1429,-0.7429,-0.6286,0.0571,-0.5714,-0.1714,0.149,0.024,-0.0011,0.018,,,,,,39.43,
,2020-04-10,,45446,1115,991,19,1115,1010,105,3.29,3.29,10.14,0.143,10.29,-7.0,-0.6,-0.6571,0.0286,-0.6286,0.0286,0.143,0.0343,-0.0082,0.0188,,,,,,40.76,
,2020-04-11,,46547,1118,1001,19,1118,1020,98,2.86,2.86,9.71,0.286,10.0,-7.1429,-0.5143,-0.6,0.0286,-0.5714,0.0571,0.143,0.0183,-0.0057,0.0186,,,,,,41.63,
,2020-04-12,,47215,1123,1010,19,1123,1029,94,2.57,2.57,8.71,0.286,9.0,-6.4286,-0.3714,-0.6571,0.0286,-0.6286,0.257,0.217,0.0091,-0.0046,0.0185,,,,,,42.04,
,2020-04-13,,48549,1128,1018,19,1128,1037,91,2.43,2.43,8.43,0.286,8.71,-6.2857,-0.2286,-0.5714,0.0286,-0.5429,0.314,0.189,0.0057,-0.0178,0.0183,,,,,,43.04,
,2020-04-14,,49748,1128,1027,20,1128,1047,81,2.14,2.14,7.71,0.286,8.0,-5.8571,0.343,-0.6,0.0,-0.6,0.943,0.194,0.0011,-0.0135,0.0191,,,,,,44.1,
,2020-04-15,,50703,1130,1033,20,1130,1053,77,2.14,2.14,7.29,0.286,7.57,-5.4286,0.343,-0.4286,0.0,-0.4286,0.771,0.171,-0.0549,-0.0185,0.019,,,,,,44.87,
,2020-04-16,,51603,1130,1040,20,1130,1060,70,4.57,4.57,6.71,0.286,7.0,-2.4286,0.457,-0.4571,-0.0286,-0.4857,0.943,0.149,-0.0491,-0.0176,0.0189,,,,,,45.67,
,2020-04-17,,52445,1130,1045,21,1130,1066,64,4.29,4.29,6.57,0.286,6.86,-2.5714,0.486,-0.3143,-0.0286,-0.3429,0.829,-0.0571,-0.0834,-0.0167,0.0197,,,,,,46.41,
,2020-04-18,,53005,1133,1052,21,1133,1073,60,4.71,4.71,6.14,0.143,6.29,-1.5714,0.514,-0.2,-0.0286,-0.2286,0.743,-0.0571,-0.0823,0.0059,0.0196,,,,,,46.78,
,2020-04-19,,53632,1155,1057,21,1155,1078,77,4.57,4.57,6.14,0.143,6.29,-1.7143,0.0571,-0.0857,-0.0571,-0.1429,0.2,-0.2229,-0.0823,0.0053,0.0195,,,,,,46.43,
,2020-04-20,,55476,1158,1064,21,1158,1085,73,4.71,4.71,6.29,0.143,6.43,-1.7143,0.0571,-0.1143,-0.0571,-0.1714,0.229,-0.24,-0.0251,0.0293,0.0194,,,,,,47.91,
,2020-04-21,,56853,1161,1070,21,1161,1091,70,4.86,4.86,6.29,0.0,6.29,-1.4286,-0.6571,-0.0571,-0.0286,-0.0857,-0.5714,-0.2629,-0.0229,0.0313,0.0192,,,,,,48.97,
,2020-04-22,,58003,1162,1076,21,1162,1097,65,4.57,4.57,6.0,0.0,6.0,-1.4286,-0.7143,-0.1429,-0.0286,-0.1714,-0.5429,-0.1829,0.0629,0.0343,0.0191,,,,,,49.92,
,2020-04-23,,59026,1163,1084,21,1163,1105,58,1.43,1.43,5.86,0.0,5.86,-4.4286,-0.8,-0.2571,-0.0286,-0.2857,-0.5143,-0.1714,0.0743,0.0208,0.019,,,,,,50.75,
,2020-04-24,,59840,1164,1089,21,1164,1110,54,1.0,1.0,5.43,0.0,5.43,-4.4286,-0.8571,-0.3429,0.0,-0.3429,-0.5143,0.0914,0.0891,0.0192,0.0189,,,,,,51.41,
,2020-04-25,,60459,1165,1094,21,1165,1115,50,0.714,0.714,5.0,0.0,5.0,-4.2857,-0.8,-0.4286,0.0,-0.4286,-0.3714,0.131,0.0789,-0.0126,0.0188,,,,,,51.9,
,2020-04-26,,60956,1165,1098,21,1165,1119,46,0.571,0.571,4.57,0.0,4.57,-4.0,-0.2,-0.4,0.0,-0.4,0.2,0.183,0.0731,-0.0181,0.0188,,,,,,52.32,
,2020-04-27,,61684,1165,1102,21,1165,1123,42,0.571,0.571,3.86,0.0,3.86,-3.2857,-0.0571,-0.4,0.0,-0.4,0.343,0.211,0.0,-0.0254,0.0187,,,,,,52.95,
,2020-04-28,,62368,1166,1105,21,1166,1126,40,0.429,0.429,3.86,0.0,3.86,-3.4286,0.114,-0.3429,0.0,-0.3429,0.457,0.194,-0.016,-0.0263,0.0187,,,,,,53.49,
,2020-04-29,,62844,1166,1108,21,1166,1129,37,0.714,0.714,3.43,0.0,3.43,-2.7143,0.2,-0.2857,0.0,-0.2857,0.486,0.0914,-0.0377,-0.0249,0.0186,,,,,,53.9,
,2020-04-30,,63340,1167,1111,21,1167,1132,35,1.29,1.29,3.29,0.0,3.29,-2.0,0.171,-0.1143,0.0,-0.1143,0.286,0.0514,-0.0526,-0.0078,0.0186,,,,,,54.28,
,2020-05-01,,63713,1167,1116,21,1167,1137,30,1.57,1.57,3.14,0.0,3.14,-1.5714,0.257,-0.1143,0.0,-0.1143,0.371,-0.0057,-0.0514,-0.0025,0.0185,,,,,,54.6,
,2020-05-02,,64094,1170,1118,21,1170,1139,31,1.43,1.43,3.29,0.0,3.29,-1.8571,0.2,-0.0571,0.0,-0.0571,0.257,-0.0514,-0.0389,0.0046,0.0184,,,,,,54.78,
,2020-05-03,,64436,1174,1121,21,1174,1142,32,1.71,1.71,3.29,0.0,3.29,-1.5714,0.0857,-0.1143,0.0,-0.1143,0.2,-0.0629,-0.0286,0.011,0.0184,,,,,,54.89,
,2020-05-04,,64958,1176,1124,21,1176,1145,31,1.71,1.71,3.14,0.0,3.14,-1.4286,-0.0571,-0.0857,0.0,-0.0857,0.0286,-0.1029,-0.0149,0.0128,0.0183,,,,,,55.24,
,2020-05-05,,65589,1176,1128,21,1176,1149,27,1.71,1.71,2.71,0.0,2.71,-1.0,-0.1429,-0.1429,0.0,-0.1429,-0.0,-0.0914,0.0023,0.0133,0.0183,,,,,,55.77,
,2020-05-06,,66046,1178,1131,21,1178,1152,26,1.29,1.29,2.71,0.0,2.71,-1.4286,-0.2571,-0.2286,0.0286,-0.2,-0.0571,-0.08,0.0126,0.0107,0.0182,,,,,,56.07,
,2020-05-07,,66460,1179,1133,21,1179,1154,25,0.714,0.714,2.57,0.0,2.57,-1.8571,-0.2571,-0.2286,0.0286,-0.2,-0.0571,-0.04,0.0274,0.0085,0.0182,,,,,,56.37,
,2020-05-08,,66861,1179,1135,21,1179,1156,23,0.429,0.429,2.14,0.143,2.29,-1.8571,-0.3143,-0.2,0.0286,-0.1714,-0.1429,0.0,0.0251,0.0032,0.0182,,,,,,56.71,
,2020-05-09,,67133,1179,1137,21,1179,1158,21,0.429,0.429,2.0,0.143,2.14,-1.7143,-0.2571,-0.2286,0.0286,-0.2,-0.0571,0.0343,0.0274,-0.0014,0.0181,,,,,,56.94,
,2020-05-10,,67400,1179,1139,21,1179,1160,19,0.143,0.143,1.71,0.143,1.86,-1.7143,-0.1429,-0.2286,0.0286,-0.2,0.0571,0.0343,0.0183,-0.0062,0.0181,,,,,,57.17,
,2020-05-11,,67758,1179,1139,22,1179,1161,18,0.0,0.0,1.57,0.143,1.71,-1.7143,-0.0857,-0.1714,0.0,-0.1714,0.0857,0.0571,0.0057,-0.0055,0.0189,,,,,,57.47,
,2020-05-12,,68107,1179,1142,22,1179,1164,15,0.0,0.0,1.43,0.143,1.57,-1.5714,-0.0857,-0.1714,0.0,-0.1714,0.0857,0.0514,-0.0034,-0.0073,0.0189,,,,,,57.77,
,2020-05-13,,68335,1179,1143,22,1179,1165,14,0.0,0.0,1.29,0.143,1.43,-1.4286,-0.0286,-0.0857,-0.0286,-0.1143,0.0857,0.0286,-0.0023,-0.0048,0.0189,,,,,,57.96,
,2020-05-14,,68659,1179,1144,22,1179,1166,13,0.0,0.0,1.14,0.143,1.29,-1.2857,0.0,-0.1143,-0.0286,-0.1429,0.143,0.0171,-0.0091,-0.0014,0.0189,,,,,,58.23,
,2020-05-15,,68988,1179,1145,22,1179,1167,12,0.0,0.0,1.29,0.0,1.29,-1.2857,0.0,-0.1143,-0.0286,-0.1429,0.143,0.0229,-0.0057,0.0009,0.0189,,,,,,58.51,
,2020-05-16,,69206,1179,1146,22,1179,1168,11,0.0,0.0,1.0,0.0,1.0,-1.0,0.0,-0.0857,-0.0286,-0.1143,0.114,0.0114,-0.0011,-0.0,0.0188,,,,,,58.7,
,2020-05-17,,69395,1179,1147,22,1179,1169,10,0.0,0.0,0.857,0.0,0.857,-0.8571,0.0286,-0.0571,-0.0286,-0.0857,0.114,0.0229,0.0011,0.0018,0.0188,,,,,,58.86,
,2020-05-18,,69657,1179,1148,22,1179,1170,9,0.0,0.0,0.857,0.0,0.857,-0.8571,0.0286,-0.0857,0.0,-0.0857,0.114,0.0229,-0.0023,-0.0007,0.0188,,,,,,59.08,
,2020-05-19,,69876,1179,1149,22,1179,1171,8,0.143,0.143,0.857,0.0,0.857,-0.7143,0.114,-0.0286,0.0,-0.0286,0.143,0.0229,0.0,-0.0016,0.0188,,,,,,59.27,
,2020-05-20,,,1179,1149,22,1179,1171,8,0.143,0.143,0.857,0.0,0.857,-0.7143,0.114,-0.0286,0.0,-0.0286,0.143,0.0114,-0.0091,-0.0027,0.0188,,,,,,,
,2020-05-21,,70338,1179,1150,22,1179,1172,7,0.571,0.571,0.857,0.0,0.857,-0.2857,0.114,-0.0571,0.0286,-0.0286,0.143,0.0114,-0.0091,-0.0011,0.0188,,,,,,59.66,
,2020-05-22,,70526,1180,1151,22,1180,1173,7,0.571,0.571,0.714,0.0,0.714,-0.1429,0.0857,-0.0286,0.0286,0.0,0.0857,-0.0229,-0.0126,-0.0016,0.0188,,,,,,59.77,
,2020-05-23,,70697,1180,1152,22,1180,1174,6,0.571,0.571,0.571,0.143,0.714,-0.1429,0.0857,-0.0571,0.0286,-0.0286,0.114,-0.0229,-0.008,0.0023,0.0187,,,,,,59.91,
,2020-05-24,,70880,1183,1153,22,1183,1175,8,0.571,0.571,0.714,0.143,0.857,-0.2857,0.0,-0.0571,0.0286,-0.0286,0.0286,-0.04,-0.008,0.0023,0.0187,,,,,,59.92,
,2020-05-25,,71101,1183,1153,22,1183,1175,8,0.571,0.571,0.571,0.143,0.714,-0.1429,0.0,-0.0571,0.0286,-0.0286,0.0286,-0.0286,0.0023,0.0048,0.0187,,,,,,60.1,
,2020-05-26,,71405,1183,1153,23,1183,1176,7,0.571,0.571,0.571,0.143,0.714,-0.1429,-0.0857,-0.0571,0.0,-0.0571,-0.0286,-0.0286,0.0023,0.003,0.0196,,,,,,60.36,
,2020-05-27,,71581,1183,1154,23,1183,1177,6,0.571,0.571,0.429,0.143,0.571,0.0,-0.0571,-0.0286,0.0,-0.0286,-0.0286,-0.0114,0.0114,0.003,0.0195,,,,,,60.51,
,2020-05-28,,71750,1183,1154,23,1183,1177,6,0.143,0.143,0.286,0.143,0.429,-0.2857,-0.0571,0.0,-0.0286,-0.0286,-0.0286,-0.0114,0.0069,0.0,0.0195,,,,,,60.65,
,2020-05-29,,71909,1184,1155,23,1184,1178,6,0.286,0.286,0.571,0.143,0.714,-0.4286,-0.0571,-0.0286,-0.0286,-0.0571,0.0,0.0171,0.0069,0.0,0.0195,,,,,,60.73,
,2020-05-30,,72082,1184,1155,23,1184,1178,6,0.286,0.286,0.571,0.0,0.571,-0.2857,-0.0571,0.0286,-0.0286,0.0,-0.0571,0.0057,0.0023,-0.0032,0.0195,,,,,,60.88,
,2020-05-31,,72319,1184,1155,23,1184,1178,6,0.286,0.286,0.429,0.0,0.429,-0.1429,0.0,0.0286,-0.0286,0.0,0.0,0.0057,0.0023,-0.0016,0.0195,,,,,,61.08,
,2020-06-01,,72507,1185,1157,23,1185,1180,5,0.286,0.286,0.571,0.0,0.571,-0.2857,-0.0286,-0.0286,-0.0286,-0.0571,0.0286,0.0,-0.0046,-0.0016,0.0195,,,,,,61.19,
