Country,Income Group,Date,Latitude,Longitude,Estimated Population,Gdp Per Capita,Total Tests,Test Kind,Confirmed,Recovered,Deaths,Infected,Closed,Active,Diff Infected,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Infected,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Infected,Diff4 Infected,Diff5 Infected,μ closed,μ infected,Infected Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi,Tests Per Confirmed,Tests Per 1Mi
Bhutan,Lower middle income,2020-02-17,27.51,90.43,775132,3243,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Bolivia,Lower middle income,2020-02-17,-16.2902,-63.5887,11736772,3549,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Bosnia and Herzegovina,Upper middle income,2020-02-17,43.92,17.68,3279568,6066,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Botswana,Upper middle income,2020-02-17,-22.3285,24.68,2334686,8259,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Brazil,Upper middle income,2020-02-17,-14.235,-51.9253,213724406,9001,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Brunei,High income,2020-02-17,4.54,114.73,441178,31628,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Bulgaria,Upper middle income,2020-02-17,42.73,25.49,6908148,9272,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Burkina Faso,Low income,2020-02-17,12.24,-1.5616,20953200,715,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Burundi,Low income,2020-02-17,-3.3731,29.92,11893778,272,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Cabo Verde,Lower middle income,2020-02-17,16.54,-23.0418,558398,3635,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Cambodia,Lower middle income,2020-02-17,11.55,104.92,16782527,1510,,,1,1,0,1,1,0,0.0,0.0,,,,,,,,,,,,0.0,0.0,0.0596,0.0,0.0596,0.0596,0.0,,
Cameroon,Lower middle income,2020-02-17,3.85,11.5,26614607,1534,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Central African Republic,Low income,2020-02-17,6.61,20.94,4796900,476,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Chad,Low income,2020-02-17,15.45,18.73,16575069,728,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Chile,High income,2020-02-17,-35.6751,-71.543,19148883,15923,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
China,Upper middle income,2020-02-17,32.83,111.65,1407987086,9771,,,72434,35895,1864,72434,37759,34675,1453.17,3074.33,119.5,3193.83,-1740.6667,-651.6667,-35.4444,-4.75,-40.1944,-611.4722,,,,0.0494,0.0257,51.45,1.32,25.49,26.82,24.63,,
Colombia,Upper middle income,2020-02-17,4.57,-74.2973,50907732,6668,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Comoros,Lower middle income,2020-02-17,-11.6455,43.33,872888,1415,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Congo-Brazzaville,Lower middle income,2020-02-17,-4.0383,21.76,5554412,2148,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Congo-Kinshasa,Low income,2020-02-17,-4.0383,21.76,89656528,562,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Costa Rica,Upper middle income,2020-02-17,9.75,-83.7534,5130266,12027,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Cote d'Ivoire,Lower middle income,2020-02-17,7.54,-5.5471,26269866,1716,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Croatia,High income,2020-02-17,45.1,15.2,4047622,14915,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Cuba,Upper middle income,2020-02-17,22.0,-80.0,11361908,8822,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Cyprus,High income,2020-02-17,35.13,33.43,1220282,28690,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Czech Republic,High income,2020-02-17,49.82,15.47,10672417,23069,80,samples tested,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,Inf,7.5
Denmark,High income,2020-02-17,63.29,-13.3381,5846408,61391,11,samples tested,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,Inf,1.88
Diamond Princess,,2020-02-17,0.0,0.0,,,,,454,117,0,454,117,337,69.33,27.0,,,,-2.2778,3.19,,,,-3.5,,,0.0,0.0,,,,,,,
Djibouti,Lower middle income,2020-02-17,11.83,42.59,990313,3083,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Dominica,Upper middle income,2020-02-17,15.42,-61.371,71848,7691,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Dominican Republic,Upper middle income,2020-02-17,18.74,-70.1627,10898284,8051,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Ecuador,Upper middle income,2020-02-17,-1.8312,-78.1834,17659604,6345,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Egypt,Lower middle income,2020-02-17,26.0,30.0,102413231,2549,,,1,0,0,1,0,1,0.0,,,,,,,,,,,,,,0.0,0.0098,0.0,0.0,0.0,0.0098,,
El Salvador,Lower middle income,2020-02-17,13.79,-88.8965,6482845,4058,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Equatorial Guinea,Upper middle income,2020-02-17,1.5,10.0,1425866,10144,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Eritrea,Low income,2020-02-17,15.18,39.78,3336933,308,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Estonia,High income,2020-02-17,58.6,25.01,1313895,23247,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Eswatini,Lower middle income,2020-02-17,-26.5225,31.47,1151731,4146,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Ethiopia,Low income,2020-02-17,9.14,40.49,115468813,772,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Fiji,Upper middle income,2020-02-17,-17.7134,178.06,891926,6267,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Finland,High income,2020-02-17,64.0,26.0,5554574,50175,73,samples tested,1,1,0,1,1,0,0.0,0.0,,,,,,,,,,,,0.0,0.0,0.18,0.0,0.18,0.18,0.0,73.0,13.14
France,High income,2020-02-17,8.31,5.43,67687174,41470,,,12,7,1,12,8,4,0.167,0.167,,,,-0.0278,0.0278,,,,,,,0.125,0.0833,0.177,0.0148,0.103,0.118,0.0591,,
Gabon,Upper middle income,2020-02-17,-0.8037,11.61,2251673,7953,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Gambia,Low income,2020-02-17,13.44,-15.3101,2423338,716,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Georgia,Upper middle income,2020-02-17,42.32,43.36,3689506,4723,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Germany,High income,2020-02-17,51.0,9.0,82983285,47616,,,16,12,0,16,12,4,0.0,0.5,,,,,-0.0556,,,,,,,0.0,0.0,0.193,0.0,0.145,0.145,0.0482,,
Ghana,Lower middle income,2020-02-17,7.95,-1.0232,31239088,2202,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Greece,High income,2020-02-17,39.07,21.82,10723526,20317,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Grenada,Upper middle income,2020-02-17,12.12,-61.679,112455,10640,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Guatemala,Upper middle income,2020-02-17,15.78,-90.2308,18016276,4549,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Guinea,Low income,2020-02-17,9.95,-9.6966,12992595,879,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Guinea-Bissau,Low income,2020-02-17,11.8,-15.1804,1969276,778,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Guyana,Upper middle income,2020-02-17,5.0,-58.75,782677,4979,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Haiti,Low income,2020-02-17,18.97,-72.2852,11466044,868,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Holy See,,2020-02-17,41.9,12.45,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
Honduras,Lower middle income,2020-02-17,15.2,-86.2419,9997955,2506,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Hungary,High income,2020-02-17,47.16,19.5,9728346,16151,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Iceland,High income,2020-02-17,64.96,-19.0208,361714,73368,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
India,Lower middle income,2020-02-17,21.0,78.0,1390254545,2010,,,3,2,0,3,2,1,0.0,0.0,,,,,,,,,,,,0.0,0.0,0.0022,0.0,0.0014,0.0014,0.0007,,
Indonesia,Lower middle income,2020-02-17,-0.7893,113.92,274757901,3894,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Iran,Upper middle income,2020-02-17,32.0,53.0,83827713,1670,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Iraq,,2020-02-17,33.0,44.0,40593281,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Ireland,High income,2020-02-17,53.14,-7.6921,5002283,78583,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Israel,High income,2020-02-17,31.0,35.0,9230241,41720,316,samples tested,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,Inf,34.24
Italy,High income,2020-02-17,43.0,12.0,60821283,34489,,,3,2,0,3,2,1,0.0,0.0,,,,,,,,,,,,0.0,0.0,0.0493,0.0,0.0329,0.0329,0.0164,,
Jamaica,Upper middle income,2020-02-17,18.11,-77.2975,2967754,5354,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Japan,High income,2020-02-17,36.0,138.0,126494270,39290,1251,people tested,66,24,1,66,25,41,10.83,3.17,0.0,3.17,7.67,1.14,0.611,,,,-0.1042,,,0.04,0.0152,0.522,0.0079,0.19,0.198,0.324,18.95,9.89
Jordan,Upper middle income,2020-02-17,31.24,36.51,10718956,4242,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Kazakhstan,Upper middle income,2020-02-17,48.02,66.92,18693685,9815,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Kenya,Lower middle income,2020-02-17,-0.0236,37.91,54177517,1711,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Kosovo,Upper middle income,2020-02-17,42.6,20.9,1862192,4302,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Kuwait,High income,2020-02-17,29.5,47.75,4474225,33994,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Kyrgyzstan,Lower middle income,2020-02-17,41.2,74.77,6504691,1280,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Laos,Lower middle income,2020-02-17,19.86,102.5,7286667,2542,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Latvia,High income,2020-02-17,56.88,24.6,1883606,17855,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Lebanon,Upper middle income,2020-02-17,33.85,35.86,7303125,8270,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Lesotho,Lower middle income,2020-02-17,-29.61,28.23,2116672,1299,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Liberia,Low income,2020-02-17,6.43,-9.4295,5108890,677,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Libya,Upper middle income,2020-02-17,26.34,17.23,6844086,7242,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Liechtenstein,High income,2020-02-17,47.14,9.55,38475,74854,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Lithuania,High income,2020-02-17,55.17,23.88,2733144,19071,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Luxembourg,High income,2020-02-17,49.82,6.13,630779,116597,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
MS Zaandam,,2020-02-17,0.0,0.0,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
Madagascar,Low income,2020-02-17,-18.7669,46.87,27794253,528,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Malawi,Low income,2020-02-17,-13.2543,34.3,19152062,389,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Malaysia,Upper middle income,2020-02-17,2.5,112.5,32622577,11373,757,people tested,22,14,0,22,14,8,0.5,0.833,,,,-0.1111,-0.0556,,,,,,,0.0,0.0,0.674,0.0,0.429,0.429,0.245,34.41,23.2
Maldives,Upper middle income,2020-02-17,3.2,73.22,552037,10331,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Mali,Low income,2020-02-17,17.57,-3.9962,20292317,900,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Malta,High income,2020-02-17,35.94,14.38,496458,30030,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Mauritania,Lower middle income,2020-02-17,21.01,10.94,4662786,1189,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Mauritius,Upper middle income,2020-02-17,-20.2,57.5,1274331,11239,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Mexico,Upper middle income,2020-02-17,23.63,-102.5528,129654253,9673,1530,people tested,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,Inf,11.8
Moldova,Lower middle income,2020-02-17,47.41,28.37,2682880,4229,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Monaco,High income,2020-02-17,43.73,7.42,39486,185741,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Mongolia,Lower middle income,2020-02-17,46.86,103.85,3270171,4122,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Montenegro,Upper middle income,2020-02-17,42.5,19.3,624177,8846,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Morocco,Lower middle income,2020-02-17,31.79,-7.0926,36937822,3222,,people tested,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Myanmar,Lower middle income,2020-02-17,21.92,95.96,54546775,1326,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Namibia,Upper middle income,2020-02-17,-22.9576,18.49,2534225,5931,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Nepal,Low income,2020-02-17,28.17,84.25,28590852,1034,,people tested,1,1,0,1,1,0,0.0,0.0,,,,,,,,,,,,0.0,0.0,0.035,0.0,0.035,0.035,0.0,,
Netherlands,High income,2020-02-17,21.41,-53.0056,17383205,53022,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
New Zealand,High income,2020-02-17,-40.9006,174.89,4964681,42331,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Nicaragua,Lower middle income,2020-02-17,12.87,-85.2072,6642666,2021,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Niger,Low income,2020-02-17,17.61,8.08,24213446,414,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Nigeria,Lower middle income,2020-02-17,9.08,8.68,206401478,2028,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
North Macedonia,Upper middle income,2020-02-17,41.61,21.75,2088377,6084,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Norway,High income,2020-02-17,60.47,8.47,5411934,81734,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Oman,High income,2020-02-17,21.0,57.0,5252599,16415,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Pakistan,Lower middle income,2020-02-17,30.38,69.35,221843678,1482,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Panama,High income,2020-02-17,8.54,-80.7821,4328485,15575,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Papua New Guinea,Lower middle income,2020-02-17,-6.315,143.96,8983928,2730,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Paraguay,Upper middle income,2020-02-17,-23.4425,-58.4438,7165956,5822,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Peru,Upper middle income,2020-02-17,-9.19,-75.0152,32670922,6941,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Philippines,Lower middle income,2020-02-17,13.0,122.0,110425890,3103,,,3,1,1,3,2,1,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.5,0.333,0.0272,0.0091,0.0091,0.0181,0.0091,,
Poland,High income,2020-02-17,51.92,19.15,37943338,15422,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Portugal,High income,2020-02-17,39.4,-8.2245,10283147,23403,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Qatar,High income,2020-02-17,25.35,51.18,3303190,68794,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Romania,Upper middle income,2020-02-17,45.94,24.97,19160783,12306,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Russia,Upper middle income,2020-02-17,60.0,90.0,144244558,11289,,,2,2,0,2,2,0,0.0,0.167,,,,,-0.0278,,,,,,,0.0,0.0,0.0139,0.0,0.0139,0.0139,0.0,,
Rwanda,Low income,2020-02-17,-1.9403,29.87,12916359,773,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Saint Kitts and Nevis,High income,2020-02-17,17.36,-62.783,53464,19275,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Saint Lucia,Upper middle income,2020-02-17,13.91,-60.9789,184923,10566,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Saint Vincent and the Grenadines,Upper middle income,2020-02-17,12.98,-61.2872,110483,7361,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
San Marino,High income,2020-02-17,43.94,12.46,34572,40124,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Sao Tome and Principe,,2020-02-17,0.186,6.61,220479,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Saudi Arabia,High income,2020-02-17,24.0,45.0,35582072,23339,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Senegal,Lower middle income,2020-02-17,14.5,-14.4524,16725284,1522,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Serbia,Upper middle income,2020-02-17,44.02,21.01,6925690,7246,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Seychelles,High income,2020-02-17,-4.6796,55.49,98675,16434,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Sierra Leone,Low income,2020-02-17,8.46,-11.7799,8098006,534,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Singapore,High income,2020-02-17,1.28,103.83,5853430,64582,,,77,39,0,77,39,38,2.83,3.5,,,,-0.5,0.0,,,,,,,0.0,0.0,13.15,0.0,6.66,6.66,6.49,,
Slovakia,High income,2020-02-17,48.67,19.7,5453260,19444,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Slovenia,High income,2020-02-17,46.15,15.0,2083556,26042,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Somalia,,2020-02-17,5.15,46.2,15910843,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
South Africa,Upper middle income,2020-02-17,-30.5595,22.94,59411676,6374,,people tested,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
